Account ID,Account Name,Notes Content,Last Saved
0010W00002ZqiEdQAJ,Spark New Zealand,"<ul><li><span style=""background-color: transparent;"">Scott (Architect)</span></li><li><span style=""background-color: transparent;"">Krushi (digital optimization, in charge of journeys)</span></li><li><span style=""background-color: transparent;"">Mycal is Krushis boss</span></li><li class=""ql-indent-1""><span style=""background-color: transparent;"">Wants to expand into maybe some more marketing tags and such</span></li><li><span style=""background-color: transparent;"">Key retail moment support - “Seasonal Support”</span></li><li><span style=""background-color: transparent;"">Audits</span></li><li><span style=""background-color: transparent;"">Marketing tags</span></li><li><span style=""background-color: transparent;"">Modular Buy design (new system they are implementing?)</span></li><li><span style=""background-color: transparent;"">Super long onboarding, then team got wiped away, basically new</span></li><li class=""ql-indent-1""><span style=""background-color: transparent;"">Existing use cases are unique and really need the basics setup</span></li></ul><p><span style=""background-color: transparent;""><span class=""ql-cursor"">﻿</span></span></p><p><br></p>",2/9/2026 14:28:46
